show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s146,Movie,Last Story,Kenji Watanabe,"Actor 142, Actor 216, Actor 154, Actor 248, Actor 40",Japan,"December 21, 2017",2016,TV-G,136 min,"Action & Adventure, Thrillers, Comedies",A heartwarming tale about love.
s147,Movie,Broken Dream,,"Actor 169, Actor 226, Actor 172, Actor 221, Actor 70",France,"August 11, 2017",2016,TV-PG,110 min,"International TV Shows, Stand-Up Comedy",A quirky tale about ambition.
s148,TV Show,Midnight Truth,,"Actor 202, Actor 187, Actor 59, Actor 289",Canada,"March 22, 2021",2019,NR,1 Seasons,"Action & Adventure, Thrillers, Sci-Fi & Fantasy",A thrilling tale about family.
s149,TV Show,Forgotten Garden,,"Actor 256, Actor 72, Actor 156, Actor 124, Actor 130",Mexico,"July 3, 2017",2014,TV-G,8 Seasons,"Kids' TV, Reality TV, Stand-Up Comedy",A quirky tale about ambition.
s150,Movie,Midnight Code,,"Actor 44, Actor 56, Actor 128, Actor 182, Actor 86, Actor 23",Brazil,"June 26, 2021",2021,TV-Y,73 min,Comedies,A thrilling tale about revenge.
s151,Movie,Silent City,,"Actor 114, Actor 229, Actor 192, Actor 201, Actor 238, Actor 257",United Kingdom,"August 4, 2017",2017,PG-13,113 min,Comedies,A heartwarming tale about love.
s152,Movie,Golden Garden,Maria Gonzalez,"Actor 248, Actor 179, Actor 244, Actor 50, Actor 225, Actor 232",Japan,"December 4, 2012",2012,TV-MA,168 min,"Horror Movies, Comedies",A heartwarming tale about revenge.
s153,Movie,Silent Journey,Aisha Khan,"Actor 219, Actor 237, Actor 119, Actor 208, Actor 95, Actor 96",Mexico,"January 24, 2021",2019,R,117 min,"Romantic Movies, Sports Movies, Dramas",A heartwarming tale about revenge.
s154,Movie,Lost Garden,Susan Carter,"Actor 53, Actor 275, Actor 96, Actor 188, Actor 167, Actor 101",Spain,"September 21, 2016",2013,PG,136 min,"Anime Series, Romantic Movies",A dark tale about family.
s155,Movie,Rising Game,,"Actor 153, Actor 44, Actor 69",Japan,"February 6, 2015",2013,PG,148 min,Kids' TV,A quirky tale about survival.
s156,Movie,Hidden Truth,David Lee,"Actor 250, Actor 276, Actor 89",Germany,"March 6, 2016",2014,PG,167 min,"Anime Series, Dramas",A thrilling tale about family.
s157,Movie,Beyond Empire,David Lee,"Actor 259, Actor 254, Actor 210, Actor 252, Actor 213, Actor 228",Spain,"January 26, 2018",2014,R,97 min,International TV Shows,A heartwarming tale about ambition.
s158,Movie,Forgotten Game,,"Actor 282, Actor 262, Actor 58, Actor 294, Actor 59",France,"September 27, 2021",2020,TV-MA,157 min,"Thrillers, Kids' TV, Action & Adventure",A quirky tale about family.
s159,TV Show,Eternal Garden,,"Actor 153, Actor 17, Actor 231",France,"August 28, 2017",2017,TV-14,4 Seasons,"Anime Series, Stand-Up Comedy, Crime TV Shows",A dark tale about survival.
s160,Movie,Last Garden,Maria Gonzalez,"Actor 31, Actor 292, Actor 180",Germany,"March 11, 2020",2016,PG-13,97 min,"International TV Shows, Reality TV, Kids' TV",A gripping tale about revenge.
s161,TV Show,Forgotten Truth,,"Actor 142, Actor 65",Australia,"March 23, 2021",2020,PG,4 Seasons,"Documentaries, Anime Series",A thrilling tale about survival.
s162,Movie,A Storm,Susan Carter,"Actor 264, Actor 143, Actor 189, Actor 233, Actor 250",Japan,"December 15, 2019",2019,PG,168 min,Sci-Fi & Fantasy,A dark tale about survival.
s163,Movie,Broken Empire,Maria Gonzalez,"Actor 138, Actor 166, Actor 146, Actor 173, Actor 281",Brazil,"June 22, 2017",2014,TV-MA,65 min,Horror Movies,A quirky tale about family.
s164,Movie,Rising Journey,Elena Petrova,"Actor 1, Actor 220, Actor 104, Actor 68, Actor 155",United Kingdom,"February 21, 2021",2020,PG,92 min,Crime TV Shows,A heartwarming tale about family.
s165,Movie,Secret Code,Maria Gonzalez,"Actor 47, Actor 49, Actor 1, Actor 110, Actor 245",India,"September 22, 2015",2014,TV-G,61 min,Stand-Up Comedy,A thrilling tale about family.
s166,TV Show,Broken Code,,"Actor 245, Actor 37, Actor 118",South Korea,"February 11, 2012",2012,PG,5 Seasons,"Sci-Fi & Fantasy, Reality TV",A heartwarming tale about revenge.
s167,Movie,Hidden Kingdom,,"Actor 226, Actor 180, Actor 110",Mexico,"October 22, 2021",2020,TV-G,170 min,Comedies,A gripping tale about revenge.
s168,TV Show,Hidden Code,,"Actor 180, Actor 220, Actor 162, Actor 72, Actor 127",France,"September 20, 2020",2019,PG-13,1 Seasons,Kids' TV,A dark tale about ambition.
s169,Movie,Broken Shadow,,"Actor 123, Actor 254",South Korea,"November 20, 2016",2013,TV-14,127 min,Crime TV Shows,A thrilling tale about revenge.
s170,Movie,Rising Heart,David Lee,"Actor 280, Actor 89, Actor 242, Actor 38",United States,"May 7, 2019",2019,TV-MA,178 min,Sci-Fi & Fantasy,A quirky tale about ambition.
s171,Movie,Lost City,David Lee,"Actor 206, Actor 43, Actor 275, Actor 276, Actor 79",France,"September 7, 2012",2012,TV-PG,128 min,"Romantic Movies, Anime Series",A gripping tale about love.
s172,TV Show,Lost Empire,,"Actor 30, Actor 126, Actor 45",,"October 20, 2020",2017,TV-MA,5 Seasons,Dramas,A heartwarming tale about family.
s173,Movie,Midnight City,,"Actor 86, Actor 191, Actor 65, Actor 138",Australia,"June 26, 2020",2020,TV-Y,94 min,"Comedies, International TV Shows, Stand-Up Comedy",A dark tale about family.
s174,Movie,Silent Dream,Rajiv Mehta,"Actor 291, Actor 86, Actor 189, Actor 81, Actor 131",Nigeria,"November 24, 2017",2013,TV-14,89 min,"Kids' TV, Dramas, Reality TV",A gripping tale about revenge.
s175,Movie,Midnight Truth,Kenji Watanabe,"Actor 19, Actor 284, Actor 215",Canada,"December 11, 2019",2016,PG-13,165 min,Anime Series,A thrilling tale about family.
s176,Movie,Final Kingdom,Kenji Watanabe,"Actor 265, Actor 24, Actor 206",India,"May 11, 2021",2020,TV-14,130 min,"Dramas, Crime TV Shows",A heartwarming tale about love.
s177,Movie,Secret Code,,"Actor 238, Actor 189, Actor 253",Nigeria,"April 5, 2021",2020,TV-MA,179 min,"Dramas, Action & Adventure",A dark tale about love.
s178,Movie,Lost Echo,Rajiv Mehta,"Actor 1, Actor 193, Actor 158, Actor 54",Canada,"July 16, 2019",2018,TV-MA,78 min,"International TV Shows, Comedies, Dramas",A heartwarming tale about ambition.
s179,Movie,Final Dream,Elena Petrova,"Actor 298, Actor 49",Germany,"February 19, 2017",2014,TV-MA,115 min,"Documentaries, Action & Adventure, International TV Shows",A thrilling tale about love.
s180,TV Show,Broken Code,,"Actor 163, Actor 232, Actor 140, Actor 120",India,"October 4, 2021",2021,TV-PG,2 Seasons,"Thrillers, Crime TV Shows",A quirky tale about family.
s181,Movie,Forgotten Legacy,Elena Petrova,"Actor 238, Actor 136, Actor 62, Actor 47",United Kingdom,"December 23, 2021",2020,TV-MA,87 min,"Documentaries, Comedies",A heartwarming tale about love.
s182,Movie,The Storm,Tom Bennett,"Actor 90, Actor 16, Actor 208, Actor 232",Germany,"February 15, 2021",2020,TV-14,162 min,Comedies,A gripping tale about family.
s183,TV Show,Beyond Journey,,"Actor 206, Actor 191, Actor 44",Brazil,"January 3, 2019",2019,R,8 Seasons,Sports Movies,A thrilling tale about family.
s184,Movie,Golden Kingdom,Kenji Watanabe,"Actor 222, Actor 203, Actor 255, Actor 16, Actor 196, Actor 219",United Kingdom,"May 9, 2018",2017,TV-G,173 min,Dramas,A dark tale about ambition.
s185,Movie,Eternal Shadow,Elena Petrova,"Actor 282, Actor 246, Actor 32, Actor 45, Actor 144",South Korea,"November 26, 2015",2014,NR,91 min,"Sci-Fi & Fantasy, Kids' TV, Sports Movies",A gripping tale about survival.
s186,TV Show,Midnight Game,,"Actor 249, Actor 177, Actor 290, Actor 258, Actor 165, Actor 199",France,"October 8, 2016",2014,TV-MA,5 Season,"Kids' TV, Crime TV Shows",A dark tale about revenge.
s187,TV Show,A Legacy,,"Actor 137, Actor 274, Actor 29",Nigeria,"October 28, 2021",2021,TV-Y,6 Seasons,Action & Adventure,A dark tale about love.
s188,TV Show,Lost Dream,,"Actor 15, Actor 181, Actor 291, Actor 289, Actor 73, Actor 289",Canada,"September 10, 2021",2020,TV-PG,8 Season,Dramas,A heartwarming tale about ambition.
s189,Movie,Silent Game,Rajiv Mehta,"Actor 104, Actor 67, Actor 175, Actor 91",,"January 1, 2021",2020,TV-PG,135 min,"Sports Movies, Documentaries, Sci-Fi & Fantasy",A gripping tale about ambition.
s190,TV Show,A Dream,,"Actor 52, Actor 173, Actor 155, Actor 166, Actor 70",United Kingdom,"November 16, 2021",2020,PG,3 Seasons,"Sports Movies, Anime Series, Sci-Fi & Fantasy",A thrilling tale about revenge.
s191,Movie,Rising Journey,David Lee,"Actor 151, Actor 66, Actor 91, Actor 1",Australia,"October 2, 2021",2021,TV-PG,137 min,"Sports Movies, Sci-Fi & Fantasy",A dark tale about revenge.
s192,Movie,A Echo,Elena Petrova,"Actor 170, Actor 40, Actor 122",Japan,"November 3, 2021",2021,PG,117 min,International TV Shows,A heartwarming tale about revenge.
s193,TV Show,Midnight Shadow,,"Actor 1, Actor 25",South Korea,"March 14, 2020",2017,TV-G,7 Seasons,"Romantic Movies, Comedies, Thrillers",A dark tale about revenge.
s194,Movie,A Garden,Rajiv Mehta,"Actor 11, Actor 164, Actor 134, Actor 54",India,"March 24, 2020",2017,TV-14,130 min,Crime TV Shows,A dark tale about ambition.
s195,TV Show,Lost Kingdom,,"Actor 85, Actor 223, Actor 81, Actor 28, Actor 52",Japan,"July 23, 2016",2015,NR,9 Seasons,"International TV Shows, Sports Movies, Action & Adventure",A gripping tale about family.
s196,Movie,Silent Empire,Elena Petrova,"Actor 28, Actor 185, Actor 2",South Korea,"August 7, 2016",2012,TV-14,63 min,Documentaries,A thrilling tale about family.
s197,Movie,A Shadow,David Lee,"Actor 251, Actor 136, Actor 47, Actor 279, Actor 199",United Kingdom,"June 6, 2020",2017,TV-G,65 min,"Thrillers, Sports Movies",A thrilling tale about revenge.
s198,TV Show,Hidden Kingdom,,"Actor 50, Actor 44, Actor 177",Nigeria,"April 18, 2021",2018,TV-MA,7 Seasons,"Kids' TV, Horror Movies",A quirky tale about ambition.
s199,TV Show,Golden Shadow,,"Actor 203, Actor 18",Germany,"October 22, 2021",2018,TV-PG,2 Seasons,Documentaries,A heartwarming tale about revenge.
s200,Movie,Broken Story,,"Actor 104, Actor 76, Actor 133, Actor 164, Actor 35",India,"September 11, 2020",2017,PG-13,126 min,"Sports Movies, Reality TV",A gripping tale about ambition.
s201,Movie,Forgotten Truth,Susan Carter,"Actor 77, Actor 76, Actor 291, Actor 299, Actor 52",,"May 28, 2013",2013,NR,172 min,"Sports Movies, Romantic Movies",A thrilling tale about survival.
s202,Movie,Hidden Heart,Elena Petrova,"Actor 89, Actor 142",South Korea,"November 23, 2018",2014,TV-Y,64 min,"Sports Movies, Crime TV Shows",A heartwarming tale about family.
s203,TV Show,Final Shadow,,"Actor 11, Actor 173, Actor 156, Actor 160",France,"April 5, 2020",2020,PG-13,8 Seasons,"Stand-Up Comedy, Romantic Movies",A dark tale about family.
s204,Movie,Beyond Echo,David Lee,"Actor 265, Actor 192, Actor 29, Actor 264, Actor 82",India,"July 5, 2020",2016,NR,172 min,"Dramas, Documentaries, Action & Adventure",A heartwarming tale about family.
s205,Movie,Golden Kingdom,Aisha Khan,"Actor 141, Actor 189, Actor 238",Germany,"November 1, 2017",2017,R,107 min,"Anime Series, Thrillers",A heartwarming tale about survival.
s206,Movie,Midnight Dream,Kenji Watanabe,"Actor 47, Actor 146, Actor 15, Actor 198",United States,"April 28, 2018",2014,R,142 min,Horror Movies,A heartwarming tale about love.
s207,Movie,Silent Kingdom,,"Actor 243, Actor 68",Mexico,"April 9, 2014",2014,PG-13,151 min,"Horror Movies, International TV Shows, Romantic Movies",A quirky tale about love.
s208,Movie,Beyond Game,Tom Bennett,"Actor 204, Actor 300, Actor 53, Actor 4, Actor 262, Actor 192",Germany,"May 10, 2021",2019,TV-14,121 min,Crime TV Shows,A thrilling tale about love.
s209,TV Show,Secret Storm,,"Actor 97, Actor 77, Actor 265, Actor 124",,"July 22, 2015",2011,PG,3 Season,"Thrillers, International TV Shows, Reality TV",A quirky tale about survival.
s210,Movie,The Heart,,"Actor 176, Actor 114, Actor 274",Mexico,"September 10, 2021",2020,TV-PG,167 min,"Sports Movies, Kids' TV, Documentaries",A thrilling tale about family.
s211,Movie,Lost Shadow,,"Actor 172, Actor 46, Actor 114",Japan,"July 26, 2017",2015,PG,107 min,"Anime Series, International TV Shows",A quirky tale about family.
s212,Movie,Rising Storm,,"Actor 37, Actor 242, Actor 100, Actor 257, Actor 62, Actor 196",Germany,"March 5, 2016",2016,R,103 min,"Anime Series, Thrillers",A heartwarming tale about love.
s213,TV Show,Last Garden,,"Actor 250, Actor 171",Mexico,"November 2, 2021",2021,TV-MA,8 Seasons,Sci-Fi & Fantasy,A heartwarming tale about ambition.
s214,TV Show,Golden Garden,,"Actor 67, Actor 223",Mexico,"August 13, 2020",2017,TV-MA,1 Seasons,Stand-Up Comedy,A thrilling tale about family.
s215,TV Show,Forgotten Empire,,"Actor 98, Actor 10, Actor 3, Actor 128, Actor 116, Actor 177",France,"September 19, 2016",2013,PG-13,3 Seasons,International TV Shows,A thrilling tale about survival.
s216,TV Show,Hidden City,,"Actor 223, Actor 69, Actor 176, Actor 251",Japan,"July 1, 2021",2020,R,4 Seasons,Stand-Up Comedy,A gripping tale about ambition.
s217,Movie,A Dream,,"Actor 193, Actor 131",Nigeria,"October 2, 2018",2018,TV-14,143 min,Dramas,A gripping tale about survival.
s218,Movie,A City,Tom Bennett,"Actor 79, Actor 106, Actor 5, Actor 155, Actor 216",Mexico,"May 20, 2017",2013,TV-PG,113 min,Kids' TV,A dark tale about family.
s219,Movie,Forgotten Story,Elena Petrova,"Actor 103, Actor 135, Actor 268",Canada,"May 6, 2020",2017,TV-MA,130 min,"Sports Movies, Action & Adventure",A quirky tale about love.
s220,Movie,The Storm,Susan Carter,"Actor 294, Actor 253",United Kingdom,"February 24, 2021",2021,TV-14,175 min,"Horror Movies, Action & Adventure",A quirky tale about love.
s221,Movie,The Story,Kenji Watanabe,"Actor 149, Actor 185",Nigeria,"December 4, 2021",2019,TV-14,168 min,Dramas,A heartwarming tale about revenge.
s222,Movie,Final Game,,"Actor 48, Actor 191, Actor 176, Actor 94",India,"May 27, 2020",2017,TV-Y,148 min,"Sci-Fi & Fantasy, Romantic Movies",A heartwarming tale about family.
s223,Movie,Lost Kingdom,Kenji Watanabe,"Actor 214, Actor 248",Nigeria,"March 20, 2021",2018,TV-Y,159 min,"Anime Series, Dramas",A heartwarming tale about survival.
s224,TV Show,A Echo,,"Actor 226, Actor 24, Actor 33, Actor 134, Actor 161",United States,"December 19, 2021",2019,R,6 Seasons,"Stand-Up Comedy, Sports Movies, Anime Series",A gripping tale about survival.
s225,Movie,Beyond Game,Aisha Khan,"Actor 77, Actor 286, Actor 28, Actor 6, Actor 81",Germany,"March 3, 2021",2020,TV-G,101 min,Crime TV Shows,A thrilling tale about family.
s226,Movie,Silent Storm,David Lee,"Actor 121, Actor 41, Actor 236, Actor 228, Actor 294",Spain,"August 11, 2015",2012,TV-14,123 min,"Horror Movies, Dramas, Comedies",A quirky tale about survival.
s227,Movie,Silent Kingdom,Susan Carter,"Actor 156, Actor 261, Actor 288, Actor 106, Actor 234, Actor 175",Japan,"August 11, 2021",2020,NR,158 min,"Anime Series, Thrillers, Stand-Up Comedy",A thrilling tale about survival.
s228,Movie,Forgotten Storm,Maria Gonzalez,"Actor 175, Actor 182",,"September 17, 2021",2019,PG,149 min,Dramas,A heartwarming tale about survival.
s229,Movie,Lost Code,David Lee,"Actor 131, Actor 101",Canada,"April 15, 2016",2013,R,151 min,"Comedies, Sci-Fi & Fantasy",A quirky tale about family.
s230,TV Show,Rising Storm,,"Actor 64, Actor 231, Actor 235, Actor 259, Actor 69, Actor 256",United States,"September 14, 2018",2018,TV-G,9 Seasons,"Anime Series, Documentaries, Stand-Up Comedy",A heartwarming tale about family.
s231,Movie,Hidden Heart,Aisha Khan,"Actor 197, Actor 215, Actor 128, Actor 141, Actor 204, Actor 176",France,"March 14, 2019",2018,NR,98 min,"Kids' TV, Reality TV, Crime TV Shows",A dark tale about revenge.
s232,Movie,Hidden Code,Tom Bennett,"Actor 68, Actor 92, Actor 258, Actor 278",Australia,"June 18, 2019",2019,TV-G,134 min,"Horror Movies, Stand-Up Comedy, Romantic Movies",A dark tale about love.
s233,TV Show,Broken Garden,,"Actor 268, Actor 55",United States,"November 2, 2017",2017,R,5 Seasons,"Horror Movies, International TV Shows",A heartwarming tale about family.
s234,TV Show,Secret Legacy,,"Actor 17, Actor 184, Actor 232, Actor 53, Actor 288, Actor 115",Australia,"April 17, 2021",2019,PG-13,1 Seasons,"Romantic Movies, Sci-Fi & Fantasy",A thrilling tale about ambition.
s235,Movie,Lost Shadow,Maria Gonzalez,"Actor 227, Actor 116, Actor 189, Actor 280, Actor 101, Actor 100",France,"March 6, 2017",2017,NR,75 min,"Dramas, Romantic Movies",A thrilling tale about ambition.
s236,Movie,Last Heart,Tom Bennett,"Actor 170, Actor 239",Australia,"March 11, 2021",2021,TV-MA,159 min,"Anime Series, Reality TV, Horror Movies",A thrilling tale about survival.
s237,TV Show,Silent Dream,,"Actor 163, Actor 270",Canada,"February 26, 2021",2021,NR,3 Seasons,"Kids' TV, Romantic Movies, Comedies",A thrilling tale about revenge.
s238,TV Show,Eternal Dream,,"Actor 185, Actor 151, Actor 112, Actor 272",Spain,"February 22, 2021",2021,PG,8 Seasons,"Anime Series, Sports Movies, Action & Adventure",A gripping tale about love.
s239,Movie,Forgotten Story,David Lee,"Actor 277, Actor 145, Actor 13, Actor 265",,"September 15, 2021",2020,TV-G,65 min,"Sports Movies, Horror Movies",A heartwarming tale about love.
s240,Movie,A Journey,,"Actor 4, Actor 34, Actor 108, Actor 110, Actor 218, Actor 54",Canada,"November 27, 2021",2018,TV-14,155 min,"Documentaries, Dramas, Thrillers",A thrilling tale about family.
s241,Movie,The Journey,Tom Bennett,"Actor 37, Actor 295, Actor 117, Actor 133, Actor 209, Actor 199",Spain,"June 1, 2021",2019,TV-Y,146 min,Kids' TV,A gripping tale about ambition.
s242,Movie,Lost Heart,Rajiv Mehta,"Actor 184, Actor 258",India,"October 3, 2018",2016,PG-13,157 min,"Romantic Movies, Sports Movies",A gripping tale about survival.
s243,Movie,Beyond Journey,David Lee,"Actor 152, Actor 74, Actor 153, Actor 192, Actor 6, Actor 284",,"January 1, 2018",2018,TV-Y,128 min,"Comedies, International TV Shows, Action & Adventure",A thrilling tale about revenge.
s244,Movie,Eternal Empire,,"Actor 83, Actor 95, Actor 114",Brazil,"February 6, 2021",2020,TV-MA,168 min,"Thrillers, Horror Movies, Kids' TV",A gripping tale about love.
s245,Movie,Secret Story,Maria Gonzalez,"Actor 250, Actor 170, Actor 183, Actor 66, Actor 121, Actor 52",France,"June 16, 2020",2019,TV-G,102 min,"Horror Movies, International TV Shows, Stand-Up Comedy",A dark tale about revenge.
s246,Movie,Midnight Garden,Aisha Khan,"Actor 87, Actor 3, Actor 161, Actor 127, Actor 114",Australia,"May 27, 2021",2020,PG,77 min,"Stand-Up Comedy, Crime TV Shows, Thrillers",A quirky tale about survival.
s247,Movie,Secret Game,,"Actor 90, Actor 42",,"September 7, 2017",2016,PG-13,153 min,"Comedies, Stand-Up Comedy, Sports Movies",A gripping tale about ambition.
s248,Movie,Rising Heart,,"Actor 109, Actor 19, Actor 283, Actor 134, Actor 279",,"November 25, 2021",2021,TV-PG,106 min,"Action & Adventure, Sci-Fi & Fantasy",A dark tale about love.
s249,Movie,Silent City,Susan Carter,"Actor 187, Actor 258, Actor 6, Actor 123, Actor 85",Nigeria,"March 6, 2021",2018,TV-PG,154 min,"Thrillers, Crime TV Shows, Dramas",A heartwarming tale about survival.
s250,Movie,Secret Dream,Maria Gonzalez,"Actor 106, Actor 266",,"August 15, 2021",2020,TV-MA,65 min,"Crime TV Shows, Comedies, Stand-Up Comedy",A dark tale about love.
s251,TV Show,Secret Heart,,"Actor 292, Actor 90, Actor 193, Actor 194, Actor 188, Actor 40",Germany,"September 13, 2017",2016,PG,6 Seasons,"Sports Movies, Anime Series",A gripping tale about ambition.
